loss_train,loss_val,acc_val,ap_val
0.297470360994339,0.24593625368771854,0.9237126509853782,0.9166692734708175
0.21063636243343353,0.15874480716149972,0.9396058486967578,0.9314738548067087
0.1992422640323639,0.18246473541550778,0.9376986649713922,0.9289400068905858
0.19535382091999054,0.14644019920509177,0.9440559440559441,0.9318449498321743
0.1912042796611786,0.16085269295024932,0.9396058486967578,0.9305874264949824
