time,flux,flux_err,time_bin_start,time_bin_size,cadenceno,quality
-0.19431112108177537,0.9692418232902668,0.06151975273129666,-0.19755170315844411,559.9725828483618,579341,146
-0.18782995692843782,1.017174471481474,0.06347051964783748,-0.1910705390051066,559.9725828483643,597664,113
-0.1813487927751003,1.006475402239112,0.06623648884448871,-0.18458937485176904,559.9725828483618,602433,122
-0.17486762862176275,1.165341407918579,0.06396800144581168,-0.17810821069843152,559.9725828483643,600572,76
-0.16838646446842523,1.0111596109871006,0.06130187459542349,-0.17162704654509398,559.9725828483618,581016,144
-0.1619053003150877,1.206396427556013,0.06539235063087456,-0.16514588239175645,559.9725828483618,603793,119
-0.15542413616175016,1.003915223841301,0.06341738271782121,-0.15866471823841893,559.9725828483643,595166,75
-0.14894297200841264,1.095004628646593,0.0623214301223388,-0.15218355408508139,559.9725828483618,589983,110
-0.14246180785507512,1.0208989190881752,0.06467630036458506,-0.14570238993174386,559.9725828483618,596904,118
-0.13598064370173757,0.9331799439752516,0.06242890100729629,-0.13922122577840634,559.9725828483643,587135,74
-0.12949947954840005,0.9780473978850642,0.06362436541932928,-0.1327400616250688,559.9725828483618,594762,76
-0.1230183153950625,1.0666750585328697,0.06372719037893876,-0.12625889747173127,559.972582848363,588444,115
-0.11653715124172498,1.08955125219294,0.06256263337754737,-0.11977773331839374,559.9725828483618,589621,111
-0.11005598708838746,1.0373837219503215,0.06266457250907516,-0.11329656916505622,559.972582848363,586619,0
-0.10357482293504991,1.1757923376466612,0.06414466702570595,-0.10681540501171868,559.972582848363,592641,39
-0.09709365878171239,1.1982902178559138,0.06304156059642983,-0.10033424085838115,559.972582848363,593648,37
-0.09061249462837485,1.0700287161720727,0.06044608458651872,-0.09385307670504361,559.9725828483618,572397,106
-0.08413133047503732,1.1037542207517999,0.06633173772859864,-0.0873719125517061,559.972582848363,611452,81
-0.0776501663216998,1.014070381731699,0.06402326392078153,-0.08089074839836856,559.9725828483618,601915,114
-0.07116900216836228,0.7820208097133636,0.06086436528544098,-0.07440958424503104,559.972582848363,577320,71
-0.06468783801502474,0.8394901153255873,0.06506832434576024,-0.0679284200916935,559.9725828483618,599903,119
-0.05820667386168722,0.8477092205027297,0.0646012935195737,-0.06144725593835598,559.9725828483618,607422,77
-0.05172550970834969,0.9008566967912222,0.06224717285092681,-0.05496609178501846,559.9725828483643,588818,73
-0.04524434555501215,0.9590745837357904,0.06573900673517633,-0.04848492763168091,559.9725828483618,598349,40
-0.03876318140167463,0.9209910528796256,0.0658263352513608,-0.04200376347834339,559.9725828483618,599163,40
-0.03228201724833711,1.1181850261905446,0.0647165599891606,-0.03552259932500587,559.9725828483618,601061,38
-0.025800853094999576,0.831877879482404,0.0638831225804443,-0.02904143517166835,559.9725828483643,602015,0
-0.01931968894166204,0.6800894921152255,0.06371236235233899,-0.022560271018330802,559.9725828483618,606411,37
-0.01283852478832452,0.12627673976811882,0.06353406239528997,-0.01607910686499328,559.9725828483618,612161,36
