time,flux,flux_err,time_bin_start,time_bin_size,cadenceno,sap_flux,kspsap_flux,kspsap_flux_err,quality,orbitid,sap_x,sap_y,sap_bkg,sap_bkg_err,kspsap_flux_sml,kspsap_flux_lag
-0.11244822269568212,1.5118752601482937,0.5157448903448894,-0.11434664862463251,328.04800052262755,107355,0.99728507,0.99875927,0.003378285,819,12,1575.868408203125,775.6683349609375,-114.303955,286.612,0.99875116,0.9983908
-0.10865137083778134,1.247307075029372,0.5452066243406173,-0.11054979676673173,328.04800052262755,93088,0.9967377,0.99750465,0.0031693282,0,16,1541.7672119140625,787.3126220703125,42.5375,260.375,0.99874693,0.996552
-0.10485451897988056,2.114182357596331,0.5152305232494148,-0.10675294490883094,328.04800052262635,107135,1.0001748,1.0005287,0.003378285,819,12,1575.8643798828125,775.6517333984375,-156.87798,237.302,0.99941224,1.0002627
-0.10105766712197979,2.169859562834141,0.5461740463408185,-0.10295609305093018,328.04800052262755,93158,0.997874,1.0007181,0.0031693282,2048,16,1541.7706298828125,787.3145141601562,313.43,399.38,0.9999513,1.0006604
-0.09726081526407901,2.1675097833194146,0.5439478309687144,-0.0991592411930294,328.04800052262755,92329,1.0010616,0.9997816,0.0031693282,1024,16,1541.772216796875,787.28515625,-1074.3275,301.66498,0.99868625,1.0005748
-0.09346396340617823,1.9870476152241296,0.5461316999739628,-0.09536238933512861,328.04800052262755,93297,0.99766856,0.9998925,0.0031693282,0,16,1541.771728515625,787.3148193359375,871.8775,271.0575,0.9996913,0.99984837
-0.08966711154827745,1.9174155061877256,0.5439505487563296,-0.09156553747722783,328.04800052262755,92468,1.0002273,0.99980783,0.0031693282,0,16,1541.7696533203125,787.294677734375,-980.61,331.9025,1.0003347,0.9996356
-0.08587025969037666,2.324489561666543,0.5460171331077585,-0.08776868561932705,328.04800052262635,93436,0.99925387,1.0009183,0.0031693282,1024,16,1541.7657470703125,787.3076171875,958.11743,317.6775,1.0005344,1.00086
-0.0820734078324759,1.9657507590966379,0.5441525433738867,-0.08397183376142628,328.04800052262755,91915,0.9995717,1.0006033,0.0031693282,2048,16,1541.7763671875,787.28515625,-1578.7426,365.6425,1.000146,1.0009916
-0.07827655597457511,2.9926992009676754,0.7949897933931227,-0.0801749819035255,328.04800052262755,165535,1.0012335,1.0026768,0.0042141126,0,0,1712.2431640625,729.1342163085938,-38.17334,220.06334,1.0025328,1.002124
