time,flux,flux_err,time_bin_start,time_bin_size,cadenceno,sap_flux,kspsap_flux,kspsap_flux_err,quality,orbitid,sap_x,sap_y,sap_bkg,sap_bkg_err,kspsap_flux_sml,kspsap_flux_lag
-1.890937846889217,1.0622804898344278,0.04845248668696253,-1.900397427237476,1634.615484179105,126403,0.993085,1.0007704,0.0029575839,1260,9,1143.441650390625,350.1513366699219,-1326.194,492.63998,1.0005199,1.0012374
-1.8720186861926997,0.9244001869998916,0.04845009053546482,-1.8814782665409584,1634.6154841791038,126427,0.9915076,0.99896866,0.002957584,945,9,1143.44287109375,350.1492919921875,-738.6377,468.57117,0.99935126,0.9985901
-1.8530995254961824,1.028019431704689,0.05369168757446736,-1.862559105844441,1634.615484179105,124132,0.99269193,1.0002972,0.0029444636,585,9,1162.095947265625,351.1964416503906,-721.52997,416.48953,0.9999211,1.0004976
-1.834180364799665,1.1078640819001353,0.053189575454475224,-1.8436399451479237,1634.615484179105,132453,0.99423003,1.0008367,0.0029909813,930,7,1095.96826171875,347.47430419921875,-434.55096,468.86453,1.0006685,1.0010253
-1.8152612041031475,1.129206437480362,0.05257558379881139,-1.8247207844514062,1634.615484179105,125880,0.9950249,1.0008688,0.0029548006,744,9,1147.3983154296875,350.3755187988281,-911.16693,504.4614,1.0004051,1.0010728
-1.7963420434066302,1.090034922464742,0.050067160663447484,-1.8058016237548888,1634.615484179105,123157,0.9951289,1.0006603,0.002939726,512,9,1168.83056640625,351.579345703125,-582.0529,506.43668,1.0000741,1.001203
-1.7774228827101126,1.01380284197939,0.05097963105630818,-1.7868824630583715,1634.6154841791024,121473,0.99436426,0.99971604,0.0029296319,712,10,1183.1788330078125,352.3858947753906,-422.59433,490.65656,1.0001296,0.9996264
-1.7585037220135953,1.0148420853122102,0.05092152300886654,-1.767963302361854,1634.6154841791072,121284,0.9954898,0.99976856,0.0029296319,1068,10,1183.18017578125,352.3881530761719,-460.83743,526.3852,0.9998504,1.0001708
-1.739584561317078,1.0387956469291597,0.052497374483232565,-1.7490441416653366,1634.6154841791024,126030,0.995357,1.0001559,0.0029548006,744,9,1147.40087890625,350.3677978515625,-643.1736,498.49503,1.0004729,1.0001379
-1.7206654006205604,0.9648062918623833,0.05415085253375431,-1.730124980968819,1634.6154841791072,130940,0.9954395,0.9994535,0.002982367,780,7,1108.214599609375,348.1663513183594,-314.00046,462.75854,0.99933845,0.9996336
