time,flux,flux_err,time_bin_start,time_bin_size,cadenceno,quality
-0.06036407806441847,1.4694189582788224,0.7970923271514975,-0.06137258568167049,174.2701162611483,3792813,0
-0.05834706282991444,2.4205138961036443,0.8220071050739209,-0.05935557044716646,174.2701162611489,3665629,409
-0.05633004759541041,1.1023459705653242,0.7005015656196373,-0.05733855521266242,174.2701162611483,3129083,90
-0.05431303236090637,-0.13989329011812202,0.9610631859265273,-0.05532153997815839,174.2701162611489,4004490,0
-0.05229601712640233,0.6521883240383994,0.6303940535767856,-0.05330452474365435,174.2701162611483,2992977,329
-0.05027900189189831,0.9427583204480288,0.9124515695800941,-0.05128750950915032,174.2701162611483,4056243,0
-0.04826198665739427,2.179702346129112,0.7026322864590056,-0.04927049427464629,174.2701162611489,3129107,5
-0.04624497142289023,2.204044439743756,0.7721220902770367,-0.04725347904014225,174.2701162611489,3206433,0
-0.044227956188386194,1.3174809274126795,0.9121155052580233,-0.04523646380563821,174.2701162611483,4056266,0
-0.04221094095388217,0.2779699951683712,0.6963713558348877,-0.04321944857113418,174.2701162611483,3129126,0
-0.04019392571937813,1.0,1.0209777226923729,-0.04120243333663015,174.2701162611489,3938024,0
-0.038176910484874094,2.095438990848587,0.7593975781795199,-0.03918541810212611,174.2701162611483,3400185,372
-0.03615989525037007,0.9105616849970731,0.8709140511899375,-0.03716840286762208,174.2701162611483,4097689,0
-0.03414288001586603,0.8768050122030032,0.7152813689435575,-0.03515138763311805,174.2701162611483,3007235,0
-0.032125864781362,0.5201780127480256,0.6735418470670966,-0.03313437239861402,174.2701162611486,3165958,393
-0.03010884954685797,2.115474175431774,0.801370258383299,-0.031117357164109984,174.270116261148,3792924,0
-0.02809183431235394,0.9626102684247368,0.8248502618244892,-0.029100341929605957,174.2701162611483,3665598,0
-0.026074819077849906,0.8683575769387385,0.8679506528608033,-0.027083326695101925,174.2701162611489,3642426,113
-0.02405780384334587,1.1395809044364915,0.7201273164391478,-0.025066311460597887,174.2701162611483,2774515,409
-0.02204078860884184,2.107081986000516,0.9142643200099393,-0.023049296226093856,174.2701162611483,4056354,0
-0.02002377337433781,1.953572330533349,0.6976262421632254,-0.021032280991589825,174.2701162611483,3129193,0
-0.018006758139833778,0.8370785796097993,0.8586292359807717,-0.019015265757085793,174.2701162611483,3576381,455
-0.015989742905329746,0.7666556726958602,0.8313023794836161,-0.016998250522581762,174.2701162611483,3725244,0
-0.013972727670825712,0.33872019817316823,0.7287011294783605,-0.01498123528807773,174.2701162611489,3439649,85
-0.011955712436321677,1.893631966866382,0.832187683181693,-0.012964220053573693,174.2701162611483,3725259,0
-0.009938697201817646,1.913782830774966,0.6731754802692719,-0.010947204819069661,174.2701162611483,3166026,315
-0.007921681967313614,2.125684607130924,0.6978191904502082,-0.00893018958456563,174.2701162611483,3129230,0
-0.005904666732809583,1.8089123069471986,0.9130280138253691,-0.006913174350061599,174.2701162611483,4056417,0
-0.003887651498305552,0.5156758583856549,0.6310244804901363,-0.004896159115557568,174.2701162611483,2992985,292
-0.0018706362638015173,-0.2682855127718975,1.0211273637847147,-0.0028791438810535364,174.2701162611489,3938169,9
0.000146378970702514,0.07458500536809176,0.7530590766351745,-0.0008621286465494982,174.2701162611477,3345999,0
0.0021633942052065452,1.4648023650307684,0.8312582837782891,0.0011548865879545261,174.2701162611489,3725310,0
0.0041804094397105765,-0.19857050670703602,0.9125818912055909,0.0031719018224585643,174.2701162611477,4056456,0
0.006197424674214608,0.8408019400996569,0.71642379400504,0.005188917056962589,174.2701162611489,3007352,0
0.008214439908718646,1.1119769443840832,0.9122947155550842,0.007205932291466627,174.2701162611489,4056472,0
0.010231455143222677,0.4474485593123194,0.654684733836185,0.009222947525970665,174.2701162611477,2746950,341
0.012248470377726708,-0.024157727984677413,0.9623323930571407,0.01123996276047469,174.2701162611489,4004748,0
0.01426548561223074,1.5742126533987124,0.6319347239902078,0.013256977994978728,174.2701162611477,3002609,365
0.01628250084673477,0.3368311723465284,0.7033991574285674,0.015273993229482752,174.2701162611489,2928788,372
0.018299516081238802,-1.0,0.9059779149903029,0.01729100846398679,174.2701162611477,3539099,0
0.020316531315742833,0.5868414859405897,0.7500297427882965,0.019308023698490814,174.2701162611489,3346064,0
0.022333546550246865,-0.10090391478157024,1.0922301373806023,0.021325038932994853,174.2701162611477,3849562,0
0.024350561784750896,0.6502935591323271,0.734089649932285,0.023342054167498877,174.2701162611489,3489564,341
0.026367577019254927,1.4590109961251079,0.8689879741022793,0.025359069402002915,174.2701162611477,4097937,0
0.02838459225375896,1.3646136851085395,0.7133501203818886,0.02737608463650694,174.2701162611489,3007418,0
0.030401607488262997,1.456508948410082,0.7226293266469436,0.029393099871010978,174.2701162611489,2774846,416
0.03241862272276703,0.7199345167971475,0.8309745440201102,0.031410115105515016,174.2701162611477,3725419,102
0.03443563795727106,0.6364724993855964,0.7970753841740821,0.03342713034001904,174.2701162611489,3081302,455
0.0364526531917751,1.367958228019453,0.8304098315416565,0.03544414557452308,174.2701162611489,3725433,0
0.038469668426279136,1.2030554034679537,0.6751261614758903,0.037461160809027116,174.2701162611489,3166032,398
0.04048668366078317,1.2326447224234616,0.8689691010471193,0.039478176043531155,174.2701162611477,4097993,0
0.0425036988952872,1.220203994427441,0.6794489141246256,0.04149519127803518,174.2701162611489,3232549,0
0.04452071412979123,0.42984517956564783,0.857770054451723,0.04351220651253922,174.2701162611477,3576598,455
0.04653772936429526,1.83582642193742,0.8673175773590441,0.04552922174704324,174.2701162611489,3642682,0
0.04855474459879929,0.5193501079778948,0.7496728273556476,0.04754623698154728,174.2701162611477,3346156,0
0.05057175983330332,1.2951505894591682,0.8307698722395702,0.049563252216051304,174.2701162611489,3725484,0
