time,flux,flux_err,time_bin_start,time_bin_size,cadenceno,kspsap_flux_err,quality,orbitid,sap_x,sap_y
-0.16286759924994537,2.816684603069637,0.5247113859480911,-0.1655825310337847,469.1402122474339,132453,0.0017292931,585,6,941.3063354492188,363.0615234375
-0.15743773568226677,2.5066188371244116,0.5694015719608312,-0.16015266746610607,469.1402122474339,138801,0.001736042,1365,5,1044.4312744140625,349.0604248046875
-0.1520078721145881,2.380577277760082,0.5093678625471302,-0.15472280389842744,469.1402122474339,122088,0.0016633479,877,8,1051.78857421875,339.7996520996094
-0.1465780085469095,2.7340002138005195,0.5756618188251984,-0.1492929403307488,469.1402122474315,139551,0.0017534568,341,5,974.032470703125,341.2914733886719
-0.1411481449792309,1.518628150154524,0.5387748909341211,-0.1438630767630702,469.1402122474339,129670,0.0017096928,630,7,979.649658203125,368.1653137207031
-0.13571828141155223,2.622769183926371,0.601025704933536,-0.13843321319539156,469.1402122474339,137072,0.0017514874,1117,5,945.5336303710938,336.8580627441406
-0.13028841784387363,2.8888890627473787,0.5331908197260993,-0.13300334962771293,469.1402122474339,129718,0.0016819176,945,6,1114.6253662109375,340.8288269042969
-0.12485855427619498,2.6164409922597134,0.5044247172936752,-0.1275734860600343,469.1402122474339,121814,0.0016484207,877,8,1112.124755859375,346.45330810546875
-0.11942869070851635,3.014596056092639,0.6050477025961774,-0.12214362249235566,469.1402122474339,137352,0.0017679002,372,5,865.7759399414062,353.0177001953125
-0.11399882714083771,3.45105467639839,0.5754012365991674,-0.11671375892467703,469.1402122474339,139198,0.0017534568,1024,5,974.0341796875,341.29034423828125
-0.10856896357315908,2.3901848033196584,0.5946255979678197,-0.1112838953569984,469.1402122474339,136425,0.0017324894,744,5,1022.3271484375,345.33978271484375
-0.10313910000548046,1.296797054237957,0.5794447260446751,-0.10585403178931976,469.1402122474327,123975,0.0016813845,744,8,1003.4244384765625,348.03692626953125
-0.09770923643780183,1.4175057209629622,0.5787482220014347,-0.10042416822164114,469.1402122474339,139506,0.0017685018,682,5,900.9236450195312,356.099609375
-0.0922793728701232,2.792496092312241,0.5946507884519332,-0.09499430465396251,469.1402122474339,136632,0.0017324894,744,5,1022.3275756835938,345.3393859863281
-0.08684950930244456,2.178086339435783,0.5069795809109761,-0.08956444108628388,469.1402122474339,121906,0.0016504524,877,8,1114.4522705078125,327.09942626953125
-0.08141964573476593,0.2558630627098144,0.5795820061101922,-0.08413457751860524,469.1402122474339,123866,0.0016813844,1117,8,1003.4263305664062,348.0368957519531
-0.0759897821670873,0.976277051896425,0.5785378668926987,-0.07870471395092661,469.1402122474339,139100,0.0017685018,682,5,900.9253540039062,356.095947265625
-0.07055991859940866,-0.4109753288172291,0.5765575757440069,-0.07327485038324798,469.1402122474327,123997,0.0016649718,744,8,1083.1815185546875,331.8825988769531
-0.06513005503173004,0.6439632095027763,0.5200798217229143,-0.06784498681556936,469.1402122474339,132013,0.0017035019,585,6,1066.638671875,337.6750793457031
-0.059700191464051415,-0.02886123748765801,0.5970864571932756,-0.062415123247890725,469.1402122474327,119509,0.0016511129,409,9,1059.4869384765625,353.16485595703125
-0.05427032789637279,-1.0,0.5627521348913682,-0.056985259680212105,469.1402122474339,127434,0.0017066106,1024,7,956.7092895507812,343.7591247558594
-0.048840464328694155,-0.14595330603187162,0.5688793393314403,-0.05155539611253347,469.1402122474339,123666,0.0016459737,744,8,1159.9747314453125,340.3647766113281
-0.04341060076101552,0.4809741587192995,0.5728211956238147,-0.04612553254485484,469.1402122474339,138968,0.0017384118,1024,4,1047.14453125,326.4768371582031
-0.037980737193336896,-0.6696590455566631,0.5785618259556774,-0.040695668977176205,469.1402122474327,139344,0.0017685018,1024,5,900.9236450195312,356.1002502441406
-0.03255087362565827,-0.4361601640182966,0.5723339030541168,-0.035265805409497586,469.1402122474339,123240,0.0016623862,372,8,1080.2222900390625,356.5103454589844
-0.027121010057979636,0.7307164730807114,0.575842162853572,-0.029835941841818953,469.1402122474339,123612,0.0016649718,744,8,1083.1856689453125,331.8825378417969
-0.021691146490301003,-0.07332487279658051,0.5756599410125969,-0.02440607827414032,469.1402122474339,105837,0.0015768434,819,12,1126.426025390625,338.3612365722656
-0.01626128292262237,-0.46857546073378975,0.5555878731048052,-0.018976214706461686,469.1402122474339,140834,0.0017690108,630,4,930.6654663085938,358.7055358886719
-0.010831419354943736,-0.5748001232698592,0.5793102267780219,-0.013546351138783053,469.1402122474339,123800,0.0016813844,744,8,1003.4268188476562,348.03662109375
-0.005401555787265103,1.0188391141853879,0.5688008643946448,-0.00811648757110442,469.1402122474339,123374,0.0016459737,372,8,1159.9783935546875,340.3639831542969
2.830778041353066e-05,-0.7774509866110635,0.5213209291878658,-0.002686624003425786,469.1402122474339,118648,0.0016386746,630,9,1098.629638671875,343.1004638671875
0.005458171348092164,0.1406567484510488,0.6272340890122124,0.0027432395642528473,469.1402122474339,134480,0.0017462804,409,6,908.0745849609375,358.6455078125
