time,flux,flux_err,time_bin_start,time_bin_size,cadenceno,sap_flux,kspsap_flux,kspsap_flux_err,quality,orbitid,sap_x,sap_y,sap_bkg,sap_bkg_err,kspsap_flux_lag
-0.013202072285518715,-0.44248101591560474,0.6367763572195831,-0.014958394564720104,303.492489846,125626,0.98549,0.98782045,0.008515755,0,4,1121.271728515625,1432.10302734375,9700.222,424.3483,0.98718816
-0.009689427727115944,0.3622592128882163,0.5153277775443555,-0.011445750006317326,303.4924898459988,90881,0.9900079,0.9920157,0.0073849508,585,9,956.8284301757812,1425.0640869140625,24859.107,561.0143,0.991408
-0.0061767831687131736,-0.607052211582227,0.4547899949522473,-0.007933105447914562,303.492489846,87941,0.98964095,0.9889698,0.0072951633,455,9,959.7452392578125,1496.20849609375,-76.6059,1235.7167,0.95042586
-0.002664138610310403,-0.04740735563392273,0.6144496332686543,-0.004420460889511785,303.4924898459988,94212,0.97953856,0.9938234,0.0073039024,0,8,984.0086059570312,1500.0087890625,34696.914,591.83,0.99186945
0.0008485059480923681,0.23408346000991243,0.7368701037292004,-0.0009078163311090209,303.492489846,147774,0.9889308,0.9920496,0.009098835,0,0,1224.2191162109375,1443.7711181640625,11607.844,262.502,0.99028003
0.004361150506495139,-1.0,1.1675472066990331,0.0026048282272937567,303.4924898459988,148037,0.96808755,0.98417103,0.008991568,0,0,1222.895751953125,1449.423583984375,58002.727,347.445,0.98534787
0.00787379506489791,0.23311266258564134,0.7856658097366312,0.0061174727856965205,303.492489846,112953,0.9910442,0.9914721,0.008546016,0,6,1073.7757568359375,1409.328369140625,14420.167,494.77252,0.9926393
0.01138643962330068,-0.5741033400985169,0.5154750348726284,0.009630117344099298,303.4924898459988,90883,0.9849547,0.98675996,0.0073849508,1170,9,956.8278198242188,1425.0645751953125,24810.719,544.59,0.98949116
0.01489908418170345,0.21725344804301594,0.4563328606201178,0.013142761902502062,303.492489846,88088,0.9910164,0.990281,0.0072951633,0,9,959.662353515625,1496.2376708984375,6475.568,483.62332,0.98942864
0.01841172874010623,-0.01966173843704344,0.5679792552802483,0.01665540646090484,303.492489846,103185,0.986914,0.9922893,0.0074957907,682,7,1022.7462768554688,1496.30126953125,28930.14,531.115,0.9929368
0.021924373298509006,1.0,0.7368927877759026,0.020168051019307617,303.492489846,147777,0.99306124,0.99636984,0.009098835,0,0,1224.2183837890625,1443.770751953125,11545.402,262.792,0.9966389
0.02543701785691177,0.46988431476520653,0.7870931754474658,0.023680695577710395,303.49248984599757,148367,0.99537426,0.9913715,0.0087234005,2048,0,1219.625244140625,1463.5596923828125,43547.047,417.00247,0.99335015
0.028949662415314534,-0.44123037118284625,0.6370923507303083,0.027193340136113145,303.492489846,125631,0.9842406,0.9870358,0.008515755,0,4,1121.2708740234375,1432.103515625,9671.988,414.85165,0.98733395
0.03246230697371731,-0.37798528072420323,0.515629325040162,0.030705984694515923,303.492489846,90885,0.9860455,0.9876574,0.0073849508,585,9,956.8275146484375,1425.064697265625,24990.11,572.7714,0.98761755
0.03597495153212009,0.12858739195985502,0.4208120537089122,0.0342186292529187,303.492489846,80574,0.9897459,0.99105513,0.007069704,0,10,926.5943603515625,1502.794189453125,5758.2393,481.30096,0.99108183
0.03948759609052285,0.08858550794929543,0.6574118410433767,0.03773127381132148,303.49248984599757,121238,0.9859196,0.9890663,0.007986834,819,4,1101.4986572265625,1483.20068359375,34727.273,573.97797,0.98948795
0.04300024064892562,0.5149443699228261,0.6640915635098575,0.04124391836972423,303.492489846,148042,0.99165916,0.99336857,0.008991568,0,0,1222.8941650390625,1449.4149169921875,19295.205,328.53833,0.99456215
0.046512885207328394,0.42094830161463603,0.8103866602272586,0.044756562928127006,303.492489846,147716,0.9959246,0.9928342,0.008991568,1024,0,1222.9388427734375,1449.453369140625,43516.254,404.945,0.9921608
0.05002552976573117,1.7420751596997541,0.6816942953917463,0.04826920748652978,303.492489846,121152,0.9975468,0.9964439,0.008313325,0,4,1099.62109375,1434.281494140625,11614.926,507.33203,0.99313164
0.053538174324133936,0.8616717392275817,0.4754171733531686,0.05178185204493256,303.49248984599757,80925,0.9925829,0.9952812,0.007225987,1024,11,917.5003662109375,1435.10986328125,21917.582,630.165,0.99498105
0.0570508188825367,1.4636586376287641,0.4676537408160046,0.05529449660333531,303.492489846,80653,0.99574196,0.99739295,0.00701607,0,10,925.9320678710938,1505.6103515625,-84.0025,455.675,0.9977395
0.06056346344093948,1.0610239190671094,0.7592059166850368,0.05880714116173809,303.492489846,113886,0.9820126,0.997664,0.008137904,0,5,1076.077880859375,1470.45556640625,43357.684,532.22003,0.9997289
0.06407610799934225,1.0254529365843361,0.721073117157978,0.062319785720140866,303.492489846,148307,0.9917515,0.9943369,0.008884301,819,0,1221.568115234375,1455.0548095703125,11622.645,324.806,0.9916364
0.06758875255774503,2.4403318519795048,0.8110180315619036,0.06583243027854364,303.492489846,147719,1.0065458,1.0028532,0.008991568,1024,0,1222.937744140625,1449.45361328125,43647.59,347.87503,1.0040594
0.0711013971161478,2.916334775896197,0.6847613865939361,0.06934507483694642,303.49248984599757,121024,0.99968165,1.003344,0.008313325,0,4,1099.6224365234375,1434.2757568359375,11624.6,497.55795,1.0036376
0.07461404167455056,2.9873147179177537,0.47561550004739905,0.07285771939534917,303.492489846,80927,1.0042082,1.0067221,0.007225987,512,11,917.4999389648438,1435.109375,21792.666,547.3638,1.0084864
0.07812668623295334,2.2287029195159738,0.46732864223972226,0.07637036395375195,303.492489846,80410,1.0005434,1.0020996,0.00701607,0,10,925.9337768554688,1505.605712890625,7236.036,469.90002,0.99859595
0.08163933079135612,4.609980873806422,0.7504339046735834,0.07988300851215473,303.492489846,113725,1.0134178,1.0125375,0.008137904,1024,5,1076.11669921875,1470.4833984375,28985.223,497.425,1.0082536
0.08515197534975888,3.1183305683856615,0.7211039889812104,0.0833956530705575,303.49248984599757,148310,1.0032065,1.0059788,0.008884301,0,0,1221.568115234375,1455.056884765625,11605.62,331.952,1.0043583
0.08866461990816163,5.009900998356415,0.8115186737981569,0.08690829762896025,303.49248984599757,147722,1.0202179,1.0162417,0.008991568,1024,0,1222.9384765625,1449.452880859375,43549.473,294.5875,1.0154448
0.09217726446656438,3.306346310069427,0.681797800946137,0.090420942187363,303.49248984599757,121157,1.0061847,1.0050471,0.008313325,0,4,1099.6201171875,1434.28125,11534.592,485.59198,1.0036676
0.09568990902496713,2.897856968421565,0.48374985718143093,0.09393358674576575,303.49248984599757,71434,1.0046295,1.0061039,0.0068971417,585,13,872.9254760742188,1437.0970458984375,16664.094,577.4857,1.0070028
0.09920255358336988,2.601916769119202,0.4288372967069056,0.0974462313041685,303.49248984599757,73108,0.9979961,1.0037194,0.0067965705,0,11,892.937744140625,1511.849853515625,-51.717785,525.47,1.0006356
0.10271519814177263,3.9522478146547435,0.80817451503512,0.10095887586257125,303.49248984599757,148378,1.0189205,1.0083584,0.008991568,1024,0,1222.932373046875,1449.458251953125,29120.61,327.9425,1.006446
0.10622784270017538,1.5861681353377737,0.9655550826948791,0.104471520420974,303.49248984599757,146961,0.9888938,0.997763,0.009170347,0,0,1225.1011962890625,1439.9918212890625,-81.07667,299.82666,1.0034949
